"","mine","latitude","longitude","metals_all","mine_type"
"543","Pyhäsalmi",61.94334958,8.694582146,"Unclear","Unclear"
"544","Pyhäsalmi",69.45614171,30.39069063,"Unclear","Unclear"
"545","Qamani’tuaq",58.6056109,125.3123496,"Gold","Unclear"
"546","Quartz Hill",51.0555152,-93.8578029,"Gold","Unclear"
"547","Raglan",58.1,16,"Not stated","Unclear"
"548","Raglan",55.2501244,-129.8282488,"Molybdenum","Unclear"
"549","Raglan",68.03073792,26.1279951,"Not stated","Open pit"
"550","Rassvumchorrskii",67.48179752,20.54694013,"Iron","Underground mine"
"551","Rautuvaara",67.48179752,20.54694013,"Iron","Underground mine"
"552","Red Devil",71.1271067,-51.2477887,"Zinc","Unclear"
"553","Red Devil",71.1271067,-51.2477887,"Lead","Unclear"
"554","Red Dog",67.414089,23.3420873,"Iron","Open pit"
"555","Red Dog",60.2151823,5.7909757,"Iron","Unclear"
"556","Red Dog",67.39887624,37.60576494,"Copper","Unclear"
"557","Red Dog",67.39887624,37.60576494,"Nickel","Unclear"
"558","Red Lake",60.3430626,90.0774683,"Gold","Unclear"
"559","Red Mountain",64.271242,-149.2465684,"Gold","Placer mine"
"560","Red Top Mine",67.45941905,26.57935656,"Gold","Unclear"
"561","Regional",44.8704894,-79.5238386,"Gold","Unclear"
"562","Regional",65.58877432,22.15457059,"Iron","Underground mine"
"563","Regional",48.0817446,-77.6166317,"Gold","Open pit"
"564","Regional",60.62069876,59.17625424,"Not stated","Unclear"
"565","Regional",68.96412,32.8059412,"Iron","Unclear"
"566","Regional",68.96412,32.8059412,"Nickel","Unclear"
"567","Regional",70.4004114,24.2824875,"Copper","Unclear"
"568","Regional",68.149044,33.1930693,"Iron","Open pit"
"569","Regional",67.912847,32.8558033,"Nickel","Surface mine"
"570","Regional",67.912847,32.8558033,"Iron","Surface mine"
"571","Regional",67.912847,32.8558033,"Copper","Surface mine"
"572","Regional",67.912847,32.8558033,"Nickel","Surface mine"
"573","Regional",67.912847,32.8558033,"Iron","Surface mine"
"574","Regional",67.912847,32.8558033,"Copper","Surface mine"
"575","Regional",60.2290846,23.5371853,"Copper","Surface mine"
"576","Regional",60.2290846,23.5371853,"Lead","Surface mine"
"577","Regional",60.2290846,23.5371853,"Zinc","Surface mine"
"578","Regional",60.2292496,23.5376113,"Copper","Surface mine"
"579","Regional",60.2292496,23.5376113,"Lead","Surface mine"
"580","Regional",60.2292496,23.5376113,"Zinc","Surface mine"
"581","Regional",62.7209585,29.0048597,"Copper","Unclear"
"582","Regional",62.7209585,29.0048597,"Nickel","Unclear"
"583","Regional",63.6610329,26.0381569,"Zinc","Unclear"
"584","Regional",63.6610329,26.0381569,"Copper","Unclear"
"585","Regional",63.6610329,26.0381569,"Nickel","Unclear"
"586","Regional",63.6610329,26.0381569,"Zinc","Unclear"
"587","Regional",63.6610329,26.0381569,"Copper","Unclear"
"588","Regional",63.6610329,26.0381569,"Nickel","Unclear"
"589","Regional",63.6610329,26.0381569,"Zinc","Unclear"
"590","Regional",63.6610329,26.0381569,"Copper","Unclear"
"591","Regional",63.6610329,26.0381569,"Nickel","Unclear"
"592","Regional",63.6610329,26.0381569,"Nickel","Unclear"
"593","Regional",63.6610329,26.0381569,"Zinc","Unclear"
"594","Regional",63.6610329,26.0381569,"Copper","Unclear"
"595","Regional",63.6610329,26.0381569,"Iron","Unclear"
"596","Regional",63.6610329,26.0381569,"Nickel","Unclear"
"597","Regional",63.6610329,26.0381569,"Zinc","Unclear"
"598","Regional",63.6610329,26.0381569,"Copper","Unclear"
"599","Regional",63.6610329,26.0381569,"Iron","Unclear"
"600","Regional",63.6610329,26.0381569,"Nickel","Unclear"
"601","Regional",63.6610329,26.0381569,"Zinc","Unclear"
"602","Regional",63.6610329,26.0381569,"Copper","Unclear"
"603","Regional",63.6610329,26.0381569,"Iron","Unclear"
"604","Regional",69.449156,30.3915533,"Nickel","Surface mine"
"605","Regional",69.418053,30.2378393,"Nickel","Surface mine"
"606","Regional",51.0655754,-93.7523897,"Gold","Underground mine"
"607","Regional",62.4181175,-127.2057647,"Lead","Unclear"
"608","Regional",62.4181175,-127.2057647,"Zinc","Unclear"
"609","Regional",62.4181175,-127.2057647,"Copper","Unclear"
"610","Regional",62.4181175,-127.2057647,"Silver","Unclear"
"611","Regional",65.2562339,-146.8740396,"Gold","Placer mine"
"612","Regional",63.6643914,25.9144764,"Zinc","Underground mine"
"613","Regional",63.6643914,25.9144764,"Copper","Underground mine"
"614","Regional",55.350994,-131.6413637,"Molybdenum","Unclear"
"615","Regional",48.1953196,-78.8160227,"Nickel","Unclear"
"616","Regional",67.4973604,23.9301395,"Iron","Unclear"
"617","Regional",67.4973604,23.9301395,"Copper","Unclear"
"618","Regional",68.0720076,-163.1710781,"Zinc","Open pit"
"619","Regional",68.0720076,-163.1710781,"Lead","Open pit"
"620","Regional",49.0074065,-121.6273077,"Gold","Unclear"
"621","Regional",46.90892956,-66.22985818,"Lead","Unclear"
"622","Regional",46.90892956,-66.22985818,"Zinc","Unclear"
"623","Regional",47.61826099,-65.65600202,"Lead","Unclear"
"624","Regional",53.9430887,-61.27384724,"Not stated","Unclear"
"625","Regional",53.9430887,-61.27384724,"Iron","Surface mine"
"626","Regional",67.01628935,20.18730118,"Iron","Underground mine"
"627","Regional",48.073611,-78.302777,"Copper","Unclear"
"628","Regional",48.073611,-78.302777,"Zinc","Unclear"
"629","Regional",46.29027,-78.99083,"Nickel","Unclear"
"630","Regional",73.44728947,104.4045048,"Not stated","Unclear"
"631","Regional",44.71819718,-63.69638594,"Gold","Unclear"
"632","Regional",57.6814969,-103.3322077,"Gold","Unclear"
"633","Regional",64.18242973,26.96954594,"Copper","Unclear"
"634","Regional",57.6814969,-103.3322077,"Not stated","Unclear"
"635","Regional",63.84547635,16.70831521,"Iron","Underground mine"
"636","Regional",57.6814969,-103.3322077,"Copper","Underground mine"
"637","Regional",63.84547635,16.70831521,"Zinc","Underground mine"
"638","Regional",63.84547635,16.70831521,"Lead","Underground mine"
"639","Regional",63.84547635,16.70831521,"Iron","Unclear"
"640","Regional",64.18242973,26.96954594,"Iron","Unclear"
"641","Regional",63.84547635,16.70831521,"Iron","Underground mine"
"642","Regional",51.5287961,-86.60802086,"Copper","Underground mine"
"643","Regional",51.5287961,-86.60802086,"Zinc","Underground mine"
"644","Regional",51.5287961,-86.60802086,"Gold","Unclear"
"645","Regional",46.49905213,-81.02009508,"Nickel","Open pit"
"646","Regional",47.76469833,-86.90974293,"Copper","Surface mine"
"647","Regional",47.76469833,-86.90974293,"Nickel","Surface mine"
"648","Regional",51.5287961,-86.60802086,"Gold","Underground mine"
"649","Regional",51.5287961,-86.60802086,"Nickel","Underground mine"
"650","Regional",51.5287961,-86.60802086,"Iron","Underground mine"
"651","Regional",46.46139941,-81.01119431,"Nickel","Unclear"
"652","Regional",46.46139941,-81.01119431,"Copper","Unclear"
"653","Regional",46.4,-81,"Nickel","Surface mine"
"654","Regional",46.49905213,-81.02009508,"Nickel","Unclear"
"655","Regional",46.49905213,-81.02009508,"Copper","Unclear"
"656","Regional",51.5287961,-86.60802086,"Unclear","Unclear"
"657","Regional",51.5287961,-86.60802086,"Gold","Underground mine"
"658","Regional",51.5287961,-86.60802086,"Gold","Unclear"
"659","Regional",46.40652447,-84.89733753,"Not stated","Unclear"
"660","Regional",44.66936494,-79.76717837,"Nickel","Surface mine"
"661","Regional",51.5287961,-86.60802086,"Gold","Unclear"
"662","Regional",51.5287961,-86.60802086,"Unclear","Unclear"
"663","Regional",47.81355117,-80.3206284,"Not stated","Unclear"
"664","Regional",52.5321,58.1321,"Copper","Unclear"
"665","Regional",52.5321,58.1321,"Zinc","Unclear"
"666","Regional",52.5321,58.1321,"Iron","Unclear"
"667","Regional",52.5321,58.1321,"Nickel","Unclear"
"668","Regional",52.5321,58.1321,"Lead","Unclear"
"669","Regional",46.49905213,-81.02009508,"Nickel","Underground mine"
"670","Regional",46.49905213,-81.02009508,"Copper","Surface mine"
"671","Regional",46.49905213,-81.02009508,"Nickel","Surface mine"
"672","Regional",46.49905213,-81.02009508,"Nickel","Surface mine"
"673","Regional",46.49905213,-81.02009508,"Copper","Surface mine"
"674","Regional",51.5287961,-86.60802086,"Nickel","Unclear"
"675","Regional",51.5287961,-86.60802086,"Gold","Unclear"
"676","Regional",51.5287961,-86.60802086,"Nickel","Unclear"
"677","Regional",51.5287961,-86.60802086,"Not stated","Unclear"
"678","Regional",47.57495283,-81.88794211,"Unclear","Unclear"
"679","Regional",46.4694147,-81.0283317,"Nickel","Open pit"
"680","Regional",46.4694147,-81.0283317,"Copper","Open pit"
"681","Regional",51.5287961,-86.60802086,"Nickel","Underground mine"
"682","Rivlidmyran",48.2645041,-78.12141311,"Nickel","Unclear"
"683","Rivlidmyran",48.2645041,-78.12141311,"Zinc","Unclear"
"684","Rouyn-Noranda",51.41969386,-73.35880845,"Nickel","Unclear"
"685","Rouyn-Noranda",51.41969386,-73.35880845,"Copper","Unclear"
"686","Rouyn-Noranda",51.41969386,-73.35880845,"Zinc","Unclear"
"687","Rouyn-Noranda",51.41969386,-73.35880845,"Lead","Unclear"
"688","Rouyn-Noranda",49.77409717,-79.4672072,"Nickel","Unclear"
"689","Rouyn-Noranda",49.77409717,-79.4672072,"Copper","Unclear"
"690","Rouyn-Noranda",49.77409717,-79.4672072,"Lead","Unclear"
"691","Rouyn-Noranda",49.77409717,-79.4672072,"Zinc","Unclear"
"692","Rudolfsgruvan",48.6202039,-78.4138022,"Zinc","Surface mine"
"693","Rudolfsgruvan",48.6202039,-78.4138022,"Copper","Surface mine"
"694","Ruttan",48,79,"Zinc","Unclear"
"695","Ruttan",48,79,"Copper","Unclear"
"696","Sahara",45.19455063,134.8168541,"Not stated","Unclear"
"697","Sala Mining Town",51.45310088,-73.21718844,"Gold","Underground mine"
"698","Salair",51.45310088,-73.21718844,"Gold","Open pit"
"699","Salair",48.64209841,-77.94813482,"Iron","Unclear"
"700","Salluit",51.45310088,-73.21718844,"Copper","Underground mine"
"701","Salluit",51.45310088,-73.21718844,"Zinc","Underground mine"
"702","Salluit",51.45310088,-73.21718844,"Iron","Underground mine"
"703","Salluit",51.45310088,-73.21718844,"Gold","Underground mine"
"704","Salluit",51.45310088,-73.21718844,"Lead","Underground mine"
"705","Schefferville",46.4734787,-80.9880502,"Nickel","Open pit"
"706","Schefferville",46.4734787,-80.9880502,"Copper","Open pit"
"707","Seal Harbour",45.63492289,-73.83138057,"Iron","Unclear"
"708","Seal Harbour",45.69939535,-72.26131473,"Lead","Unclear"
"709","Seal Harbour",46.22,81.04,"Nickel","Open pit"
"710","Seal Harbour",46.22,81.04,"Copper","Open pit"
"711","Severonickel",48.7616848,-91.6446234,"Iron","Unclear"
"712","Severonickel",51.45310088,-73.21718844,"Gold","Unclear"
"713","Severonickel",51.45310088,-73.21718844,"Copper","Unclear"
"714","Severonickel",51.45310088,-73.21718844,"Zinc","Unclear"
"715","Shebandowan",64.18242973,26.96954594,"Not stated","Unclear"
"716","Sherman",65.88634856,-45.45584199,"Zinc","Unclear"
"717","Sherman",65.88634856,-45.45584199,"Iron","Unclear"
"718","Sherritt-Gordon",61.94334958,9.441652497,"Not stated","Unclear"
"719","Sigma-Lamaque",63.84547635,16.70831521,"Not stated","Unclear"
"720","Sikhote Alin Ridge",62.25584182,98.90449348,"Not stated","Unclear"
"721","Sitka",48.1371277,-79.4294018,"Copper","Unclear"
"722","Sitka",48.1371277,-79.4294018,"Zinc","Unclear"
"723","South Bay",46.5830385,-81.6395812,"Nickel","Unclear"
"724","South Bay",46.5830385,-81.6395812,"Copper","Unclear"
"725","South Bay",46.5830385,-81.6395812,"Iron","Unclear"
"726","Steep Rock",63.84547635,16.70831521,"Copper","Open pit"
"727","Steep Rock",63.84547635,16.70831521,"Zinc","Open pit"
"728","Steep Rock",63.84547635,16.70831521,"Lead","Open pit"
"729","Steep Rock",63.84547635,16.70831521,"Gold","Open pit"
"730","Steep Rock",63.84547635,16.70831521,"Silver","Open pit"
"731","Stora Sahavaar",46.5830387,-81.6395448,"Nickel","Unclear"
"732","Sudbury Operations, INCO Ltd",62.25584182,98.90449348,"Iron","Unclear"
"733","Sudbury Operations, INCO Ltd",62.25584182,98.90449348,"Copper","Unclear"
"734","Sudbury Operations, INCO Ltd",62.25584182,98.90449348,"Gold","Unclear"
"735","Sullivan",48.4605313,-78.9468985,"Copper","Surface mine"
"736","Sullivan",48.4605313,-78.9468985,"Zinc","Surface mine"
"737","Sydvaranger",46.4777747,-80.7978187,"Nickel","Open pit"
"738","Talvivaara",73.14291464,94.59785308,"Not stated","Unclear"
"739","Talvivaara",57.78772691,59.00047298,"Unclear","Unclear"
"740","Talvivaara",46.57179363,-81.02146837,"Nickel","Surface mine"
"741","Talvivaara",64.85354846,17.90809481,"Unclear","Placer mine"
"742","Tapuli",66.67654969,128.4863022,"Not stated","Open pit"
"743","Teisk",64.75137369,20.95079912,"Zinc","Open pit"
"744","Teisk",64.75137369,20.95079912,"Copper","Open pit"
"745","Teisk",64.75137369,20.95079912,"Lead","Open pit"
"746","Terra",64.75137369,20.95079912,"Zinc","Open pit"
"747","Terra",64.75137369,20.95079912,"Copper","Open pit"
"748","Terra",64.75137369,20.95079912,"Lead","Open pit"
"749","Thompson Operations, INCO Ltd ",48.2256826,-79.0921567,"Copper","Surface mine"
"750","Thompson Operations, INCO Ltd ",48.2256826,-79.0921567,"Zinc","Surface mine"
"751","Threeman",48.2256826,-79.0921567,"Copper","Unclear"
"752","Threeman",48.2256826,-79.0921567,"Zinc","Unclear"
"753","Timmins",61.1184661,14.6520517,"Copper","Surface mine"
"754","Timmins",61.1184661,14.6520517,"Iron","Surface mine"
"755","Timmins",61.1184661,14.6520517,"Nickel","Surface mine"
"756","Tolovana Mining Area",56.4730099,-99.6502057,"Copper","Open pit"
"757","Tolovana Mining Area",56.4730099,-99.6502057,"Zinc","Open pit"
"758","Treadwell",59.9223349,16.5432706,"Silver","Surface mine"
"759","Trout Lake",54.8145501,-66.9253627,"Iron","Open pit"
"760","Tsentralnaya",45.1012,-61.3603,"Gold","Unclear"
"761","Tungir",45.1206,-61.3812,"Gold","Unclear"
"762","Tyrnyauz",48.6276805,-90.0931168,"Nickel","Underground mine"
"763","Tyrnyauz",48.6276805,-90.0931168,"Copper","Underground mine"
"764","Udden",47.0606266,-79.7928187,"Iron","Unclear"
"765","Umbozerskii",55.13639,-101.109757,"Zinc","Unclear"
"766","Umbozerskii",55.13639,-101.109757,"Copper","Unclear"
"767","Umbozerskii",48.099365,-77.7578725,"Gold","Underground mine"
"768","Ursk",44.3,135.4,"Lead","Unclear"
"769","Ursk",44.3,135.4,"Zinc","Unclear"
"770","Ursk",44.3,135.4,"Copper","Unclear"
"771","Ursk",51.0771513,-92.7573567,"Copper","Underground mine"
"772","Ursk",51.0771513,-92.7573567,"Zinc","Underground mine"
"773","Ursk",48.7963745,-91.6455637,"Iron","Open pit"
"774","Ursk",67.2138861,23.3358958,"Iron","Open pit"
"775","Urupsky",67.2138861,23.3358958,"Iron","Open pit"
"776","Uryum",46.4850407,-81.0494627,"Nickel","Open pit"
"777","Uryum",46.4850407,-81.0494627,"Copper","Open pit"
"778","Val-d'Or",49.654935,-115.9473647,"Lead","Open pit"
"779","Val-d'Or",49.654935,-115.9473647,"Zinc","Open pit"
"780","Val-d'Or",49.654935,-115.9473647,"Silver","Open pit"
"781","Vale Inco Ltd.",69.7202908,30.0257143,"Iron","Underground mine"
"782","Vihanti",63.9674139,27.9947027,"Nickel","Open pit"
"783","Vihanti",63.9674139,27.9947027,"Zinc","Open pit"
"784","Vihanti",63.9674139,27.9947027,"Copper","Open pit"
"785","Visnes",55.7586362,-97.9155672,"Nickel","Surface mine"
"786","Visnes",55.7586362,-97.9155672,"Copper","Surface mine"
"787","Visokogorsky",64.8511096,-149.8483428,"Gold","Placer mine"
"788","Vitim-Olekma",43.394721,42.9127363,"Molybdenum","Surface mine"
"789","Voisey’s Bay",54.4499141,85.4040653,"Gold","Open pit"
"790","Waverley",43.8149258,41.1709023,"Copper","Unclear"
"791","Wells",48.0817446,-77.6166317,"Copper","Open pit"
"792","Wells",48.0817446,-77.6166317,"Zinc","Open pit"
"793","Westmin Resources Limited",46.4712147,-81.0452107,"Copper","Surface mine"
"794","Westmin Resources Limited",46.4712147,-81.0452107,"Nickel","Surface mine"
"795","Westwood",59.3567867,5.2296113,"Copper","Unclear"
"796","Whistle",57.85015205,114.1968089,"Gold","Unclear"
"797","Whitehorse",56.3359699,-62.0977539,"Nickel","Open pit"
"798","Willow Creek",44.77364,-63.6235036,"Gold","Surface mine"
"799","Wilroy",53.0995308,-121.7812266,"Gold","Unclear"
"800","Wine Harbour",49.7040647,-125.8544869,"Copper","Unclear"
"801","Wine Harbour",49.7040647,-125.8544869,"Lead","Unclear"
"802","Wine Harbour",49.7040647,-125.8544869,"Zinc","Unclear"
"803","Xstrata Nickel",48.15,78.32,"Gold","Underground mine"
"804","Young-Davidson",46.5830387,-81.6395448,"Nickel","Underground mine"
"805","Young-Davidson",46.5830387,-81.6395448,"Copper","Underground mine"
"806","Zakamensk",47.9465876,-80.6832227,"Gold","Open pit"
"807","Zapoljarnij",50.3805864,103.3155793,"Molybdenum","Unclear"
"808","Zapoljarnij",50.3805864,103.3155793,"Gold","Unclear"
